movie_id,movie_name,year,genre,overview,director,cast,emotions,language,industry,runtime,rating,imdb_id,plot
1480,Blackmail,1973,"Drama, Musical, Romance","A woman is torn between the promise of new love and memories of an ex-fiance. Meanwhile, her scientist uncle-in-law becomes the target of an international gang seeking the secret formula to harness solar energy.",Vijay Anand,"Dharmendra, Rakhee Gulzar, Shatrughan Sinha, Madan Puri","Anxiety, Suspense, Fear, Guilt, Paranoia, Desperation",Hindi,Bollywood,86,7.2,tt0154706,"""When Dev finds out his wife is cheating on him, he secretly blackmails his wife and her lover as a form of revenge. Dev Kaushal is a full time working man with an unexcited life on the requests of his friend Anand.He decides to surprise his wife Reena in order to make it exciting.But when he reaches home to surprise her he is shocked to see his wife with her boyfriend Ranjeet.Dev then decides to blackmail him and extort money from or else he will tell about his secret affair to his wife Dolly.—alex.mjacko@gmail.com"""
1481,Blackmail,1973,"Drama, Musical, Romance","A woman is torn between the promise of new love and memories of an ex-fiance. Meanwhile, her scientist uncle-in-law becomes the target of an international gang seeking the secret formula to harness solar energy.",Vijay Anand,"Dharmendra, Rakhee Gulzar, Shatrughan Sinha, Madan Puri","Anxiety, Suspense, Fear, Guilt, Paranoia, Desperation",Hindi,Bollywood,86,7.2,tt0154706,"""A woman is torn between the promise of new love and memories of an ex-fiance. Meanwhile, her scientist uncle-in-law becomes the target of an international gang seeking the secret formula to harness solar energy. Kailash, the manager of a power plant, is in love with Asha, the daughter of a wealthy businessman, while Kailash's uncle, a scientist, develops a new solar-powered energy formula that could make him and Kalash very wealthy people. Meanwhile, Asha's greedy fiance, Jeevan, plots for Asha to marry Kailash with the help of Asha's unsuspecting father, so that he can weave a plot of misunderstandings and finally obtain the formula to sell it to an international gang.—Anonymous"""
1482,Coolie,1983,"Action, Comedy, Drama","When Iqbal gets separated from his mother and brother by a flood, he becomes a coolie at Mumbai railway station. He then fights for the coolies rights and faces challenges from a businessman.","Manmohan Desai, Prayag Raj","Amitabh Bachchan, Waheeda Rehman, Rishi Kapoor, Rati Agnihotri","Sad, Depressed, Angry, Frustrated, Lonely, Tired",Hindi,Bollywood,176,6.3,tt0085361,"""When Iqbal gets separated from his mother and brother by a flood, he becomes a coolie at Mumbai railway station. He then fights for the coolies rights and faces challenges from a businessman. A wealthy, but evil man named Zafar Khan, has fallen in love a girl named Salma and wants to marry her, but she and her father do not let him. Zafar is arrested for various crimes and is imprisoned for 10 years, but when he is discharged, he sees that Salma is married to a good man named Aslam Khan. Zafar Khan, wants to convince Salma to marry him but Salma refuses. Zafar plots his revenge by flooding the region in which Salma lives in, killing her father, injuring Aslam and Salma, causing her to lose her memory. During this catastrophe, Salma is also separated from her young son, Iqbal. Zafar abducts Salma and tells the world she is his wife. He also adopts an infant from an orphanage in Kanpur, a boy named Sunny, for Salma to raise on the advice of a psychiatrist. Meanwhile, Iqbal is reunited with his uncle, who has lost his wife and son in the flood. The uncle will raise Iqbal as his own, as they have no more family. Years pass, and Iqbal and his uncle work as coolies. Iqbal has grown up to a be a dashing, confident young man, and is considered the leader of the local coolies. He organizes a labor strike, which brings the station to its knees. A young, budding reporter, named Sunny, is covering the story. While speaking to Sunny, Iqbal sees a picture of Sunny's mother who turns out to be Salma. Iqbal rushes to Salma's house to see her after all these years, but upon meeting her son, she has no recollection of him. Zafar is infuriated by Iqbal's trespass and has his guards severely beat him, while he takes Salma to the psychiatrist to administer electric shocks on her so that her memory never returns. Iqbal and Sunny become friends, and both find love, Iqbal with a Christian girl and Sunny with a childhood sweetheart. Things are looking up, but the coolies uncover a banking and housing scandal against them. After a series of run-ins with the corrupt parties, Iqbal finds himself in a fight to the death with Zafar. What will happen to Zafar? Will his true colours be expose or will he continue to punish Salma till her death?—gavin (gunmasterM@hotmail.com)"""
1483,Dedh Ishqiya,2014,"Comedy, Drama, Romance",Two lousy crooks find paradise in the seven stages of love.,Abhishek Chaubey,"Huma Qureshi, Madhuri Dixit, Naseeruddin Shah, Arshad Warsi","Intrigued, Humorous, Suspenseful, Romantic, Melancholy, Empathetic",Hindi,Bollywood,153,7,tt2675978,"""Two lousy crooks find paradise in the seven stages of love. Dedh Ishqiya is a 2014 Indian comedy thriller film. Out from jail, Khalujaan a.k.a Iftekhar (Naseeruddin Shah) and Babban (Arshad Warsi) have stolen a necklace made of royal jewels and are on the run. They part ways and meet at the Majidabad palace, where Iftekhar is competing with Urdu poets to win the heart of the nawab's widow Begum Para (Madhuri Dixit). Her quick-witted and mysterious friend and assistant Munniya (Huma Qureshi) slowly warms up to Babban and they together plot a kidnapping. Khalujaan (Naseeruddin Shah)and Babban (Arshad Warsi), the two romantic thieves are back in Dedh Ishqiya, sequel to the acclaimed and successful Ishqiya with their romantic adventures. And this time love will take them through the SEVEN STAGES OF LOVE... with the beautiful and dangerous Madhuri Dixit as Begum Para and Huma Qureshi as Munniya.—Sukh Sandhu"""
1484,VD18,2024,"Action, Drama",Revolve around a DCP who transforms and travels to different place in order to safeguard his family.,Kalees,"Wamiqa Gabbi, Keerthy Suresh, Varun Dhawan","Horror, Fear, Disgust, Anxiety, Disturbance, Shock",Telugu,Tollywood,Error,6.1,tt27757805,"""Revolves around a DCP who transforms and travels to a different place in order to safeguard his family. SP Amarjeet Singh tracks a human trafficking gang but the gang kidnaps his daughter and lays condition to trace a missing girl from their racket.In Kerala John D'Silva is against violence lives with his daughter Khushi and runs a bakery for living he befriends Tara teacher of Khushi.On their meet he realizes that Tara has taken a missing girl to police station along with Khushi and goes behind them,where SP Singh realizes John is not whom he claims.On the same night goons attack John for complaining against them where his true identity is revealed that he is former Mumbai ACP Satya Verma and as per records he is dead.Six years back Satya was a daredevil cop who was hero to females as he always endangered his life for their protection.Satya crossed his path with powerful figure Nanaji and made his life hell by humiliating him and also killing his son Ashwin.But Nanaji was so powerful that he targeted Satya's family which forced him to live recluse life.Now six years later faith again brings Satya and Nanaji face to face.—alex.mjacko@gmail.com"""
1485,Ek Doctor Ki Maut,1990,"Biography, Drama","After years of painstaking research at the cost of his domestic pleasure, Dr. Dipankar Roy discovers a vaccine for leprosy. The news is flashed over television and overnight, an ...                See full summary »",Tapan Sinha,"Shabana Azmi, Pankaj Kapur, Irrfan Khan, Deepa Sahi","Frustration, Helplessness, Anger, Despair, Resignation, Empathy",Hindi,Bollywood,127,7.8,tt0345177,"""After years of painstaking research at the cost of his domestic pleasure, Dr. Dipankar Roy discovers a vaccine for leprosy. The news is flashed over television and overnight, an insignificant junior doctor receives international recognition. Professional jealousy and abuse of power threaten Dr. Roy, even as the Secretary of Health reprimands him for breaking the news to the press. He is asked to report to the Director of Health. Professional colleagues Dr. Arijit Sen and Dr. Ramananda invite him to a lecture but it is merely a pretence to humiliate him. Dr. Roy suffers a mild heart attack but he refuses to go to the hospital. His wife and few others like Dr. Kundu stand by Dr. Roy, but the harassment continues; a letter from an American foundation is suppressed and Dr. Roy transferred to a remote village. The last straw is two American doctors receiving credit for discovering the same vaccine. Dr. Roy is shattered.—Rajesh Das The movie is one of the finest work of veteran Tapan Sinha. It revolves around the life of Dr. Dipankar Roy who has engrossed himself in researching a cure of a dreaded diseases. During the course, he has already ruined his relationship with his wife due his ignorance. After years of hard work, when he finds a breakthrough in his research, his work is publicized but it attains negative reviews and skepticism from noted doctors, bureaucrats and his peers. It leads to immense dissatisfaction and is driven to a point of insanity due to the exasperating outlook of people around him. Will the work done by the doctor ever attain any recognition or will he be flushed in the vortex of democracy? These questions are answered by the movie with some exemplary performances by Pankaj Kapoor, Shabana Azmi, Anil Chatterjee and budding Irrfan Khan.—Utkarsh Srivastava"""
1486,Ram Gopal Varma Ki Aag,2007,"Action, Adventure, Comedy","A pair of bodyguards for a politician find their positions under threat when their employer is implicated in a scandal. Fleeing to Mumbai they find work with a gangster, but also find that the police are onto them.",Ram Gopal Varma,"Amitabh Bachchan, Mohanlal, Ajay Devgn, Vinod Jaywant","Frustration, Anger, Disgust, Boredom, Disappointment, Annoyance",Hindi,Bollywood,130,Error,tt0473310,"""A pair of bodyguards for a politician find their positions under threat when their employer is implicated in a scandal. Fleeing to Mumbai they find work with a gangster, but also find that the police are onto them. Nasik-based Heerendra Dhaan and Raj Ranade are bodyguards of a politician, but after their employer is implicated in a scam, they end up assaulting a police officer and flee to Mumbai. Once there they meet with Rambhabhai, who in turn, gets them employed with a gangster named Shambhu. After a short while the duo are apprehended by Police Inspector Narsimha, questioned, and after they agree to cooperate to bring down Shambhu, are let go. The two do succeed in assisting the police arrest Shambhu, but they themselves are arrested, tried in Court, and sentenced to a year in jail. After their discharge they are met with Inspector Narsimha, who wants to recruit them to capture and kill dreaded bandit Babban Singh, who had slaughtered his wife, Kavita, and son, Subbu, as well as cut his arms off. Heerendra and Raj agree to carry out this task for 8 Lakh Rupees. They re-locate to Kaliganj where Heerendra falls in love with auto-rickshaw driver, Ghungroo, while Raj gives his heart to Subbu's widow, Durga. They then set about their task to capture Babban, and do meet with some success during Diwali, but Babban manages to escape. Babban then starts to ambush and kill Kaliganj residents one by one in order to compel them to surrender the duo to him. The question remains will the residents carry out Babban's wishes or will they permit themselves to be slaughtered?—rAjOo (gunwanti@hotmail.com)"""
1487,Yeh Ballet,2020,"Drama, Musical","Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",Sooni Taraporevala,"Julian Sands, Sarah Jane Dias, Jim Sarbh, Mihir Ahuja","Inspiration, Hope, Determination, Frustration, Sympathy, Triumph",Hindi,Bollywood,117,7.6,tt10230436,"""Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams. Yeh Ballet is a Netflix Original Film directed by Sooni Taraporevala and produced by Roy Kapur Films. The film features two newcomers Manish Chauhan and Achintya Bose as the leads. The film also stars Julian Sands, Jim Sarbh, Danish Husain, Vijay Maurya, Heeba Shah, and Kalyanee Mulay. The film is set to release on 21 February 2020, on Netflix. [3] The film is a fictionalized version of a short documentary by Taraporevala by the same name."""
1488,Namak Haraam,1973,Drama,"Somnath (Somu) lives in a shanty house in a Delhi slum with his widowed mom, and unmarried sister, Sarla. He is friendly with Calcutta-based wealthy Vikram (Vicky) Maharaj. When Vicky's dad...                See full summary »",Hrishikesh Mukherjee,"Rajesh Khanna, Amitabh Bachchan, Simi Garewal, Rekha","Sad, Melancholy, Friendship, Betrayal, Regret, Nostalgia",Hindi,Bollywood,138,7.6,tt0070434,"""Somnath (Somu) lives in a shanty house in a Delhi slum with his widowed mom, and unmarried sister, Sarla. He is friendly with Calcutta-based wealthy Vikram (Vicky) Maharaj. When Vicky's dad, Damodar, has a heart attack and is advised to take bed-rest for two months, Vicky fills in his father's shoes, has a confrontation with a senior employee and union leader, Bipinlal Pandey, which results in a strike. His father intervenes, asks Vicky to apologize to Bipinlal, which Vicky does, and everything returns to normal. Vicky confides about his humiliation with Somu, and both conspire to teach Bipinlal a lesson. As a result, Somu accompanies Vicky to Calcutta, gets a job as a laborer in his mill, befriends his fellow-workers, gets some monetary relief to injured workers, amongst other benefits, is elected as the union leader replacing Bipinlal. With Somu as the union leader and Vicky as the boss there is no stopping these two - until Damodar finds out and decides to put a stop to Vicky being influenced by Somu's middle-class ideas and ideals. Damodar starts a chain of events that get out of control, events that may well see the death of one of the friends at the hands of the other. Will Vicky's and Somu's friendship see them through or will it also be a casualty?—rAjOo (gunwanti@hotmail.com)"""
1489,Woh Lamhe ...,2006,"Biography, Drama, Romance","Based upon the life of actress Parveen Babi, this film describes the life of schizophrenic actress Sana Azim and the love of her life: Aditya Garewal.",Mohit Suri,"Kangana Ranaut, Shiney Ahuja, Shaad Randhawa, Purab Kohli","Sad, Depressed, Anxious, Lonely, Frustrated, Tired",Hindi,Bollywood,156,6.2,tt0833561,"""Based upon the life of actress Parveen Babi, this film describes the life of schizophrenic actress Sana Azim and the love of her life: Aditya Garewal. Woh Lamhe tells the story of Sana Azim (Kangana Ranaut), a Bollywood superstar who is dominated by her boyfriend Nikhil (Shaad Randhawa), who makes all her career decisions for her. To the world she is a successful and independent woman, but she's actually lonely and lost, a mere puppet in Nikhil's hands. Aditya Garewal (Shiney Ahuja) is an aspiring director keen on casting Sana for his debut film, but only on his own terms; he is willing to go to any lengths to get her to agree to the film, even if that means preying on her slight insecurities and her turbulent relationship with Nikhil. Nikhil is successful in casting her in her film, which turns out to be a super hit. But somewhere along the way he realizes that he just can't pull away from Sana; he has actually fallen in love with her in spite of his friend Sam (Purab Kohli) reminding him that Sana is just their ladder to success. As the film progresses Aditya realizes that Sana is not just insecure and lonely; she's also mentally unbalanced, suffering from acute schizophrenia. She's haunted by the imaginary Rani who leads her to believe that everyone is out to kill her. Sana's mother and Nikhil get her admitted to the hospital and resort to shock treatment to speed up her recovery so she can return to all her assignments. What follows is Aditya's unshakable belief that he can heal Sana; he even gives up his burgeoning career to take her away from the industry and free Sana from all of her mental demons. But she's unable to break free of her illness, and one day she walks out of Aditya's life, no longer wanting to be the cause of pain and turbulence in his life. Three years later they meet in a hospital after Sana's suicide attempt.—gavin@sunny_deol2009@yahoo.com"""
1490,Mandi,1983,"Comedy, Drama","Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam's brothel from the heart of Hyderabad.",Shyam Benegal,"Shabana Azmi, Smita Patil, Naseeruddin Shah, Amrish Puri","Anxious, Frustrated, Angry, Depressed, Lonely, Tired",Hindi,Bollywood,135,7.1,tt0085896,"""Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam's brothel from the heart of Hyderabad. This classic film is based on a classic Urdu short story 'Aanandi' by Pakistani writer Ghulam Abbas. It deals with a brothel at the heart of a city, in an area that some politicians want for its prime locality. They rally up against the brothel and its inhabitants in the name of morality, and soon everyone in the area jumps on the bandwagon. The politicians offer to put up an alternative residence for the prostitutes, only this place is miles away, isolated from the city. The madam of the house has no choice but to comply, but by the end things take a (logical) turn for the better. After all, men will be men.—ajmal hussain <ajmalsaab@hotmail.com>"""
1491,Naya Daur,1957,"Action, Drama, Musical","When the son of a landlord decides to modernize his business by replacing the horse carts with buses, a horse cart rider decides to challenge him.",B.R. Chopra,"Dilip Kumar, Vyjayanthimala, Ajit Khan, Chand Usmani","Hope, Patriotism, Friendship, Determination, Romance, Tension",Hindi,Bollywood,162,7.7,tt0050758,"""When the son of a landlord decides to modernize his business by replacing the horse carts with buses, a horse cart rider decides to challenge him. Shankar lives in a remote village in rural India with his mother and sister, Manju, and drives a horse-carriage for a living. The main employer in the region is a kind-hearted businessman Maganlal. When Maganlal announces that he would like to undertake a religious pilgrimage, his son, Kundan, takes over and wants to cut back on labor and mechanize the business - thus leading to loss in jobs. He also introduces a bus thus taking away business from the horse-carriage drivers. This angers the community and they ask Kundan to reconsider, and he flats refuses - but agrees to withdraw the bus provided Shankar races it with his horse-carriage. Watch the action unfold as Shankar unites a divided village, and how he sets about to keep his faith in winning this race between man and machine.—rAjOo (gunwanti@hotmail.com)"""
1492,Welcome to Karachi,2015,"Action, Comedy, War","Two men from India land in Karachi, Pakistan, without their passports. They get trapped by the Taliban and desperately try to find a way to get back to India.",Ashish R. Mohan,"Arshad Warsi, Jackky Bhagnani, Lauren Gottlieb, Dalip Tahil","Frustrated, Anxious, Sad, Lonely, Tired, Angry",Hindi,Bollywood,129,4.1,tt4023852,"""Two men from India land in Karachi, Pakistan, without their passports. They get trapped by the Taliban and desperately try to find a way to get back to India."""
1493,No Land's Man,2021,Drama,The predominantly English-language film will chronicle a tragic and strange funny journey of a South Asian man whose journey takes a layered and complicated shape when he meets an Australian girl in the US.,Mostofa Sarwar Farooki,"Nawazuddin Siddiqui, Eisha Chopra, Vikram Kochhar, Tahsan","Lonely, Depressed, Frustrated, Anxious, Tired, Sad",English,Other,97,6.7,tt3996192,"""The predominantly English-language film will chronicle a tragic and strange funny journey of a South Asian man whose journey takes a layered and complicated shape when he meets an Australian girl in the US. In 2019, a man named Naveen disappears from a memorial park in Sydney while traveling with his girlfriend Cathy. Having arrived in New York two years ago, Naveen finds a job at a restaurant and meets Cathy there. As their relationship deepens, Naveen's lies become bolder. The man known as Naveen, or Sameer, cannot tell the truth about anything, including his name, nationality, religion, family, and past."""
1494,1971,2007,"Action, Drama, War","Based on true facts, the film revolves around 6 brave soldiers who escape from the clutches of the Pakistan Army and risk death with honour and courage with sacrifice towards their journey home.",Amrit Sagar,"Manoj Bajpayee, Ravi Kishan, Deepak Dobriyal, Kumud Mishra","Anxious, Frustrated, Angry, Depressed, Tired, Lonely",Hindi,Bollywood,98,6.7,tt0983990,"""Based on true facts, the film revolves around 6 brave soldiers who escape from the clutches of the Pakistan Army and risk death with honour and courage with sacrifice towards their journey home. The story is set 6 years post 1971 Indo-Pak war, that culminated in the creation of Bangladesh. Despite winning the war, a large number of Indian Defence personnel have found themselves held captive in various jails in Pakistan and are faced with the fact that the Pakistani government denies their existence. International pressure has forced the Pakistani government to make changes in the way they treat the prisoners. In a very calculated move, the Pakistani army is ordered to assemble all the Indian prisoners of war in various Pakistani jails and transfer them to a secret location somewhere in the mountainous terrain of Pakistan. In the light of these events, Major Suraj Singh (Manoj Bajpyaee) along with Captain Jacob (Ravi Kishan), Captain Kabir(Kumud Mishra), Ft. Lt. Ram and Gurtu (Manav Kaul and Deepak Dobriyal) and Subedar Ahmad (Chittaranjan Giri) decide to escape the Pakistani POW establishment, in a daring attempt to reach India.—Official Source"""
1495,Saheb Biwi Aur Gangster 3,2018,"Action, Crime, Drama","The royal saga of deceit, conspiracy, greed and lust continues in the third installment of the series, as the Saheb and Biwi are pitted against an enemy and everyone involved is scheming ruthlessly for their own personal gain.",Tigmanshu Dhulia,"Sanjay Dutt, Jimmy Shergill, Mahie Gill, Chitrangda Singh","Revenge, Frustration, Anger, Desperation, Loneliness, Sadness",Hindi,Bollywood,137,4.7,tt7695014,"""The royal saga of deceit, conspiracy, greed and lust continues in the third installment of the series, as the Saheb and Biwi are pitted against an enemy and everyone involved is scheming ruthlessly for their own personal gain. Madhvi Devi now turned to politics is enjoying her power and position in royal house after Aditya Pratap Singh lands in jail while his second wife Ranjana has turned alcoholic.Aditya Pratap is soon to be released from jail and Madhvi feels this could harm her position as both are still hungry for each others power and blood.Madhvi finds she is pregnant after she spends night with Aditya upon his return they both decide to raise the baby by forgetting their bygones.London based Uday Pratap Singh has his roots in India where he is having tiff with his father Maharaja Hari Singh and brother Vijay while his only support is his mother Yashododhra.Uday has Suhani as his keep in India while has an estranged relationship with his London based family,he returns to India and meets Madhvi while they had earlier bumped in London.Madhvi still hungry for power and wanting to eliminate Aditya Pratap convinces Uday to kill her husband but Uday is not aware that he is entering into world of lies and betrayal.—alex.mjacko@gmail.com"""
1496,Hawaizaada,2015,"Biography, Drama","The film which is based on the life on an Indian scientist Shivkar Bapuji Talpade, who is credited to have constructed India's first unmanned plane is the tale of the hardships that he went...                See full summary »",Vibhu Puri,"Naman Jain, Mithun Chakraborty, Samir Chandra, Kanishka Singh Deo","Inspirational, Hopeful, Curious, Nostalgic, Proud, Touching",Hindi,Bollywood,136,5.7,tt4338154,"""The film which is based on the life on an Indian scientist Shivkar Bapuji Talpade, who is credited to have constructed India's first unmanned plane is the tale of the hardships that he went through on the journey to discover. Also the film is set in the pre-independence era of Bombay of 1895."""
1497,Tumhari Sulu,2017,"Comedy, Drama",Sulu is an ambitious housewife with a loving husband and a happy family. Things start changing for her when she accidentally lands a job as a radio jockey and her show becomes an instant hit.,Suresh Triveni,"Vidya Balan, Manav Kaul, Neha Dhupia, Vijay Maurya","Happy, Empathetic, Inspired, Amused, Comforted, Hopeful",Hindi,Bollywood,129,6.5,tt6791730,"""Sulu is an ambitious housewife with a loving husband and a happy family. Things start changing for her when she accidentally lands a job as a radio jockey and her show becomes an instant hit. Vidya Balan (Sulochana a.k.a. Sulu) essays the role of a beautiful, enthusiastic and happy-go-lucky Mumbai housewife whose routine life changes when she unexpectedly lands herself with the exciting job of a night RJ (radio jockey) on a leading radio station."""
1498,Prem,1995,"Action, Drama, Romance","Sanjay Verma is an eligible young man, who has been having hallucinations of a past life as Shantanu. He travels to a small community and meets with Sonia Verma, and recognizes her as the ...                See full summary »",Satish Kaushik,"Sanjay Kapoor, Tabu, Deepak Tijori, Dalip Tahil","Romantic, Happy, Excited, Relaxed, Sad, Lonely",Nepali,Nepali Cinema,Error,Error,tt0114175,"""Sanjay Verma is an eligible young man, who has been having hallucinations of a past life as Shantanu. He travels to a small community and meets with Sonia Verma, and recognizes her as the girl named Lachi in his hallucinations. Convinced, that they were lovers from a past life, he attempts in vain to impress this upon Sonia, who is engaged, and is to be married to Vikram Malocha.—rAjOo (gunwanti@hotmail.com)"""
1499,Dangerous Ishhq,2012,"Fantasy, Mystery, Romance",Three doppelgangers(one girl+ two boys).Two of them loves each other and get together from many lives .And the third one(who can't be killed easily)also wants the girl and he tries to separate them through many lives.,Vikram Bhatt,"Karisma Kapoor, Rajneesh Duggal, Divya Dutta, Jimmy Shergill","Suspense, Curiosity, Anxiety, Fear, Romance, Nostalgia",Hindi,Bollywood,140,4,tt1971365,"""Three doppelgangers(one girl+ two boys).Two of them loves each other and get together from many lives .And the third one(who can't be killed easily)also wants the girl and he tries to separate them through many lives."""
1500,Ajay,1996,"Action, Drama, Romance","Raja Brijraj Singh and his younger brother Raja Ranbir Singh lives in a spacious bungalow and are wealthy landlords of a small Indian village name Kishengard. They would like there only, ...                See full summary »",Suneel Darshan,"Sunny Deol, Karisma Kapoor, Reena Roy, Kiran Kumar","Frustration, Anger, Revenge, Sadness, Anxiety, Tension",Telugu,Tollywood,146,No information found.,tt0267252,"""Ajay, from a middle-class family, meets dancer Manorama at a club. After spending time with her, he returns home to find his entire family brutally murdered. Raja Brijraj Singh and his younger brother Raja Ranbir Singh lives in a spacious bungalow and are wealthy landlords of a small Indian village name Kishengard. They would like there only, head-strong and foreign returned niece Manorama to marry equally wealthy Roopesh Singh but she gives her heart to a poor poultry dealer named Ajay. When Brijraj and Ranbir learn of this relationship they put a strong objection to this and will do anything in their power even kill to prevent their niece from getting marry to Ajay.—gavin (racktoo@hotmail.com)"""
1501,Shuddh Desi Romance,2013,"Comedy, Drama, Romance",A romantic comedy which tells the journey of three restless young people who junk society's syllabus for finding love and decide to follow their heart.,Maneesh Sharma,"Sushant Singh Rajput, Parineeti Chopra, Rishi Kapoor, Vaani Kapoor","Romantic, Happy, Excited, Anxious, Frustrated, Lonely",Hindi,Bollywood,133,6,tt2988272,"""A romantic comedy which tells the journey of three restless young people who junk society's syllabus for finding love and decide to follow their heart. 'Shuddh Desi Romance' is the journey of three restless young people who junk the society's syllabus for finding love and decide to follow their hearts. Raghu (Sushant Singh Rajput), a tourist guide in Jaipur, wants love in his life, and that's it. The rest he's going to figure out along the way. Gayatri (Parineeti Chopra), a part-time instructor in an English-speaking institute, has been around the block a few times and knows the scene, warts and all. Tara (Vaani Kapoor), who's dying to get out there and fly, knows what's right for her, but a little experimenting never hurt anybody, did it? When their lives crisscross, their beliefs get challenged, and their loves, tested. We all want it all...the love, the attraction, the relationship, the commitment. But when we get it, it may not be in the way we recognize.—Official source"""
1502,Aakhree Raasta,1986,"Action, Crime, Drama",An ex-convict is bent on revenge against the people responsible for his wrongful imprisonment but is pit against his estranged son who is now a police officer.,Bhagyaraj,"Amitabh Bachchan, Sridevi, Jaya Prada, Om Shivpuri","Revenge, Anger, Sadness, Frustration, Anxiety, Hope",Hindi,Bollywood,175,6.6,tt0090575,"""An ex-convict is bent on revenge against the people responsible for his wrongful imprisonment but is pit against his estranged son who is now a police officer. David is an old prisoner, released after twenty-four years in a penitentiary for a crime he hasn't committed. The three men who framed him and sent him away, are now prominent citizens of his town. David walks out of the prison straight into a confessional booth at his church. He tells the priest that he is about to kill three prominent men, for which he seeks God's pardon in advance. He must find his old friend, bootlegger and the custodian of David's only son. David had believed in his friend to bring up his son as the worst criminal and seek revenge from the men who put him away. On meeting him, David finds that his son is a Cop instead. Devastated, David continues on his own. When he is about to kill the three men, his son has vowed to protect the citizens under any circumstances. David and his son are at war, personally and the smarter of the duo would win.—Anonymous"""
1503,Mubarakan,2017,"Comedy, Romance","Singleton Kartar Singh is left with the responsibility of raising his 2 orphaned nephews. He asks his brother to raise Charan and his sister in London to raise Karan. When the twins cross continents, they leave behind a trail of confusion.",Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty","Happy, Excited, Romantic, Relaxed, Frustrated, Tired",Hindi,Bollywood,156,5.4,tt6272828,"""Singleton Kartar Singh is left with the responsibility of raising his 2 orphaned nephews. He asks his brother to raise Charan and his sister in London to raise Karan. When the twins cross continents, they leave behind a trail of confusion. Karan and Charan are identical twin brothers but their personalities are polar opposites. Karan has grown up in London while Charan was raised in Punjab. Karan is street-smart, calculating and flamboyant while Charan is simple, idealistic and honest in his approach. Karan is in love with Sweety while Charan is in a relationship with Nafisa. Karan's family fixes Karan's wedding with Binkle, daughter of one of the wealthiest families in London. He convinces his family to fix the match with Charan instead. The respective families are happy with this development except Charan because he wants to marry Nafisa.—Anonymous"""
1504,Police Aur Mujrim,1992,"Action, Musical, Romance","Bombay's Police Commissioner Veer Bahadur Singh, lives with his wife, Sharda, and daughter, Jyoti. When DSP Vishal Khanna arrests two notorious robbers and pimps, Shera and Jaaga, and holds...                See full summary »",K.C. Bokadia,"Raaj Kumar, Vinod Khanna, Meenakshi Sheshadri, Avinash Wadhawan","Angry, Revenge, Frustrated, Excited, Anxious, Sad",Hindi,Bollywood,130,4.3,tt0251346,"""Bombay's Police Commissioner Veer Bahadur Singh, lives with his wife, Sharda, and daughter, Jyoti. When DSP Vishal Khanna arrests two notorious robbers and pimps, Shera and Jaaga, and holds them in a cell, their hoodlum boss, Banarsi Das, kidnaps Jyoti, holds her for ransom, and will only release her after the release of his henchmen. Vishal takes it upon himself to rescue her with considerable success resulting in Shera and Jaaga's conviction and a two year prison sentence. After their term is over, Shera and Jaaga meet with Banarsi Das and plot a devious scheme to turn the lives of Veer Bahadur Singh and Vishal Khanna upside down. And helping the trio, behind the scenes, is none other than the Home Minister, Dharampal Singh, who will ensure that Shera, Jaaga, and Banarsi will not face any prosecution after they do away with Vishal, Veer Bahadur as well as their respective families.—rAjOo (gunwanti@hotmail.com)"""
1505,Jazbaa,2015,"Action, Crime, Drama","Tensions arise when the daughter of nation's best lawyer is kidnapped. Now she'll have to save a rapist from death sentence, as ransom, within 4 days.",Sanjay Gupta,"Aishwarya Rai Bachchan, Irrfan Khan, Shabana Azmi, Jackie Shroff","Anxious, Tense, Fear, Sad, Frustrated, Revenge",Hindi,Bollywood,121,5.9,tt4323504,"""Tensions arise when the daughter of nation's best lawyer is kidnapped. Now she'll have to save a rapist from death sentence, as ransom, within 4 days. Anuradha Verma is a prominent criminal lawyer and a single mother who has never lost a case. One day her daughter Sanaya is kidnapped and no ransom is demanded, but instead the kidnapper contacts her and tells her that she has to defend a convicted felon to get her daughter back. The felon is Miyaaz Shaikh who is convicted for rape and murder of a young woman and the case against him is set for judgement in four days. The kidnapper keeps track of Anuradha very closely to make sure she complies with his demand. With the pressure of time against her, Anuradha tries to get help from her suspended police friend Yohan who has been suspended from the police force for flaunting the rules and regulations too often. The case against Miyaaz Shaikh is handled by a renowned public prosecutor played by Atul Kulkarni who has been defeated by Anuradha and hence has a long time professional rivalry against her. How Anuradha races against time and saves her daughter by twisting the laws to win the case is the rest of the plot—sri"""
